150 Kabupaten/Kota Inflasi (2022=100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Inflasi Tahunan (Y-on-Y) (2022=100) Menurut Kelompok dan Sub Kelompok 01 Makanan, Minuman dan Tembakau (Persen)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOTA TARAKAN,3.42,3.33,3.69,1.98,1.52,0.59,2.71,3.49,4.62,3.84,3.87,2.89,-,3.34,3.26,3.72,1.6,1.01,-0.11,2.31,3.3,4.52,3.8,3.85,2.67,-,6.65,6.77,7.28,8.3,8.92,9.57,11.1,10.14,11.2,8.37,8.22,8.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.34,2.07,1.6,1.6,1.6,1.44,1.58,1.58,1.86,1.68,1.72,1.72,-
KAB MINAHASA SELATAN,2.42,4.45,7.85,7.55,3.86,3.72,5.61,0.05,1.6,0.66,-1.96,-0.04,-,2.32,5.41,9.67,9.28,4.64,4.47,7.02,0.05,1.99,0.65,-2.61,-0.21,-,2.7,2.49,2.28,2.32,2.32,2.32,0.22,0.3,0.3,0.22,-0.05,-0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.89,0,0,0,0,0,0,0,0,0.92,0.92,0.92,-
KAB MINAHASA UTARA,3.06,7,8.33,6.47,6.65,4.47,3.14,-1.36,3.48,1.49,-3.39,-1.66,-,3,7.91,9.46,7.46,7.42,5.11,3.52,-1.75,3.97,1.69,-3.93,-1.97,-,0.45,-0.99,-0.99,-2.07,1.77,0.38,0.38,0.25,-0.83,-1.64,-2.77,-2.33,-,8.14,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,4.04,-,5.1,3.46,3.12,2.11,2.11,0.41,0.86,1.44,1.25,1.35,1.46,1.54,-
KOTA MANADO,1.87,2.33,2.32,4.58,1.28,3.38,5.01,1.74,2.47,2.65,0.46,2.42,-,2.11,2.78,2.5,5.07,1.02,3.56,6.08,2.05,2.71,3.11,0.49,2.71,-,0.78,-0.44,2.45,3.58,4.04,3.29,-2.18,-1.43,0.83,-0.98,-0.47,1.19,-,0.39,0.39,0.39,0.39,0.39,0.39,0.09,0.09,0,0,0,0,-,0.76,0.76,0.76,1.23,1.23,1.86,1.87,1.87,1.87,1.87,1.1,1.1,-
KOTA KOTAMOBAGU,4.8,7.21,7.93,5.46,5.83,5.11,9.75,4.8,3.95,2.94,0.61,3.09,-,5.81,8.99,10,6.57,7.16,6.17,12.35,5.76,4.62,3.27,0.21,3.54,-,-0.71,-0.7,-0.51,-0.46,-0.46,-0.39,-0.59,0,-0.01,-0.01,-0.01,-0.1,-,5.73,2.95,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-,2.42,2.76,2.22,2.74,2.46,2.44,2.54,2.43,2.44,2.45,2.45,2.29,-
LUWUK,2.66,2.69,3.72,8.98,6.86,6.29,7.98,9.11,9.57,8.88,7.67,8.16,-,-0.83,0.59,1.82,8.66,5.99,5.26,7.79,9.54,10.67,10.14,8.44,9.21,-,13.76,14.83,15.43,13.18,13.46,14.96,14.57,11.38,6.07,3.85,4.2,4.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.41,7.12,7.22,8.62,7.91,7.19,6.05,6.38,6.42,5.8,6.03,5.66,-
KAB MOROWALI,4.67,2.09,2.45,2.63,3.65,3.84,8.8,13.39,10.75,8.38,5.26,3.41,-,4.44,1.16,1.64,1.87,3.15,3.39,9.71,15.8,13.05,9.95,6.38,4.4,-,18.19,18.19,18.19,18.19,18.19,18.19,18.19,15.84,13.71,13.71,6.21,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,0,0,0,0,-
KAB TOLI TOLI,1.12,2.93,4.96,6.43,7.73,6.17,12.22,11.43,9.41,12.16,11.93,10.57,-,0.24,1.87,4.35,7.39,9.01,6.96,14.47,13.74,11.49,14.9,14.63,12.96,-,-3.18,7.14,7.12,7.12,7.21,7.17,7.17,3.33,0.22,0.22,0.17,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.49,7.6,7.77,0.98,0.99,1.61,1.61,1.61,1.18,1.5,1.5,1.5,-
KOTA PALU,1.87,1.01,3.43,4.24,1.3,1.25,5.17,6.14,6.05,5.56,4.97,3.68,-,0.62,-0.38,2.56,3.64,0.14,0.02,4.97,6.35,6.28,5.81,5.11,3.49,-,4.04,6.46,7.01,5.7,6.09,7.85,8,6.12,6.23,5.88,5.39,5.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.71,7.02,7.24,7.33,6.14,5.5,4.82,4.85,4.52,3.94,3.97,3.9,-
BULUKUMBA,1.21,1.33,2.38,3.01,3.19,3.61,4.82,5.29,5.01,4.71,4.44,3.84,-,0.67,0.89,2.28,3.3,3.63,4.15,5.7,6.31,5.92,5.66,5.18,4.4,-,-0.14,-0.44,-0.08,0.41,0.53,0.9,1.26,1.92,1.61,0.88,0.78,0.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.38,4.14,3.72,2.47,2.02,1.96,1.92,1.68,1.91,1.57,2.21,2.21,-
WATAMPONE,1.55,-0.39,1.37,0.81,0.77,1.08,4.53,4.83,5.35,5.28,3.56,3.73,-,0.56,-1.84,0.56,-0.08,-0.11,0.28,4.57,5.16,6.01,5.77,3.51,3.76,-,4.21,3.96,3.85,2.95,3.12,3.16,3.13,2.78,2.27,2.22,2.02,1.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.79,5.74,4.75,4.81,4.55,4.57,4.95,3.98,3.35,4.11,4.42,4.34,-
KAB WAJO,-1.21,-1.52,1.5,1.2,1.27,1.95,4.7,4.72,4.77,3.48,1.9,3.32,-,-3.12,-3.4,0.7,0.51,0.99,2.14,5.88,6.18,6.22,4.47,2.36,4.23,-,1.47,1.47,0.88,0.26,-0.16,-0.16,-0.47,-0.55,-0.53,-0.62,-1.12,-1.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.6,5.04,5.04,4.42,3.01,2.13,2.41,1.42,1.43,1.46,1.46,1.7,-
KAB SIDENRENG RAPPANG,1.48,-0.17,1.05,1.43,3.4,3.82,5.76,7.18,6.68,5.67,4.91,3.95,-,0.95,-1.13,-0.09,0.29,3.28,3.53,5.94,7.72,6.86,5.58,4.82,3.7,-,5.23,4.74,9.46,10.08,7.42,8.63,9.12,9.17,9.67,8.91,8.5,7.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.45,2.64,2.99,3.27,1.91,2.67,2.88,3.19,4.09,4.42,3.53,3.53,-
KAB LUWU TIMUR,4.53,2.67,3.74,5.34,4.84,5.33,6.33,8.09,8.19,6.61,4.74,5.75,-,2.8,0.65,2.07,4.4,3.81,4.69,6.65,9.35,9.73,7.26,4.72,5.77,-,15.63,14.64,15.39,16.99,17.49,15.92,11.26,11.64,6.24,9.15,8.82,9.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.86,7.95,7.71,6.1,5.69,5.03,3.6,2.03,2.62,3.26,3.56,4.64,-
KOTA MAKASSAR,1.26,-0.58,1.26,2.91,1.29,1.96,4.84,5.13,5.05,4.37,4.28,4.6,-,0.43,-1.77,0.53,2.22,0.28,1.04,4.77,5.18,5.28,4.46,4.38,4.86,-,2.5,2.66,3.12,6.98,7.14,7.34,6.33,5.54,3.4,2.14,2,0.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.82,7.48,6.33,5.94,5.66,5.85,4.24,4.38,4.34,5.34,5.25,5.26,-
KOTA PARE PARE,-0.26,0.61,3.75,6.12,3.21,4.4,9.44,10.34,7.25,5.94,7.19,6.6,-,-1.35,-0.68,3.42,6.56,2.66,4.25,11.3,12.62,9.12,7.27,8.8,8.14,-,1.28,4.03,5.02,5.43,6.59,5.94,3.73,2.98,-0.65,0.57,1.35,-0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.05,5.87,4.81,4.09,4.19,4.34,2.85,2.77,2.25,2.3,2.47,2.62,-
KOTA PALOPO,3.12,1.23,1.27,0.86,1.07,1.85,5.39,5.67,5.39,4.87,3.81,3.62,-,2.55,0.93,0.89,0.38,0.81,1.8,6.29,6.65,6.33,5.73,4.39,4.18,-,1.44,1.66,2.72,2.7,2.66,2.63,2.61,2.36,2.39,1.74,1.67,1.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.16,2.75,2.85,2.92,1.99,1.84,1.51,1.53,1.42,1.41,1.41,1.32,-
KAB KONAWE,0.48,0.74,1.66,3.07,2.88,7.65,11.42,10.29,7.66,5.14,2.85,4.4,-,-0.88,-0.25,0.87,2.32,2.63,8.51,13.16,11.86,8.56,5.44,2.51,4.56,-,3.15,3.15,3.18,7.88,6.83,6.83,6.83,6.79,3.08,1.49,1.52,0.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.75,5.17,5.52,5.72,3.02,3.67,4.17,3.9,4.77,4.8,4.82,4.71,-
KAB KOLAKA,4.39,4.77,5.05,4.65,4.56,4.94,4.99,6.68,6.46,5.27,3.57,3.62,-,4.19,5.3,5.65,5.13,5.25,5.63,5.69,7.75,7.49,5.87,3.8,3.86,-,2.34,2.48,2.48,2.65,2.54,3.89,3.89,3.68,3.68,3.81,3.75,3.64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.32,2.66,2.66,2.66,1.52,1.52,1.54,1.85,1.85,2.51,2.26,2.33,-
KOTA KENDARI,3.14,4.29,4.19,3.61,0.85,1.73,6.15,6.57,6.43,5.16,4.16,4,-,2.32,3.65,3.76,3.01,-0.22,0.88,6.57,7.1,6.93,5.37,4.23,3.96,-,4.13,4.46,3.15,3.74,4.95,5.56,3.35,4.17,2.96,2.92,2.53,3.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.9,8.33,7.56,7.42,5.84,5.41,5.02,4.54,5.2,5.07,4.64,4.63,-
KOTA BAU BAU,0.43,2.58,8.13,6.04,2.32,6.87,12.86,10.63,12.83,9.14,8.86,2.69,-,-1.47,1.51,8.7,6.88,2.45,7.84,15.14,12.65,14.59,10.2,9.72,2.37,-,6.41,6.41,3.03,2.49,2.49,2.49,0.51,0.25,0.51,0.51,1.18,1.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.82,9.94,6,1.07,1.07,1.07,1.07,0.02,5.15,5.15,6.01,6.01,-
KAB GORONTALO,-1.41,3.58,6.54,6.69,-0.09,1.08,7.77,5.95,4.24,5.13,4.53,4.69,-,-3.13,2.47,5.73,5.84,-2.04,-0.62,7.29,5.46,3.4,4.39,3.75,4.11,-,5.71,5.98,11.4,11.76,10.35,10.08,10.71,6.6,7.25,7.05,6.89,4.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.92,12.07,10.55,10.85,10.85,10.36,10,9.74,9.39,10.15,9.54,9.54,-
KOTA GORONTALO,-1.09,2.86,2.99,2.04,-1.33,0.54,6.05,5.34,3.6,2.8,2.29,3.8,-,-2.47,2.69,2.87,1.7,-2.47,-0.31,6.57,5.9,3.71,2.76,2.24,4.27,-,0.06,-0.16,-0.16,-0.1,-0.08,-0.08,0.09,0.09,0.09,0.18,0.13,0.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.77,5.65,5.56,5.56,5.71,6.52,6.17,4.64,4.81,4.56,3.72,2.85,-
KAB MAJENE,2.3,3.09,4.58,6.84,6.55,5.83,8.17,8.23,6.98,4.99,4.46,3.02,-,1.58,2.7,4.55,7.33,7.11,6.33,9.25,9.46,8.1,5.69,5.29,3.51,-,6.2,6.19,5.87,5.99,5.73,4.82,4.71,2.49,1.19,0.52,0.55,0.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.27,3.99,3.99,3.87,3.16,2.84,2.71,3.18,2.83,2.84,1.22,1.08,-
MAMUJU,7.97,5.64,5.05,8.73,7.57,4.26,7.48,7.23,6.11,6.26,6.41,7.75,-,8.07,5.04,4.25,9.18,7.93,3.91,8.1,7.97,6.54,7.03,7.22,8.92,-,10.12,10.08,10.19,8.29,8.12,8.54,6.74,6.36,6.24,1.97,1.77,0.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.65,6.99,7.3,6.61,5.56,4.51,4.7,3.96,3.92,4.11,4.26,4.87,-
KAB MALUKU TENGAH,2.83,8.08,11.02,4.68,4.46,4.31,6.28,7.57,7.28,2.86,2.96,5.65,-,1.15,7.44,11.22,3.69,3.53,3.65,6.04,7.84,7.97,2.69,2.73,5.86,-,17.03,13.6,11.88,14.25,13.66,10.51,9.13,5.87,3.2,3.2,3.4,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.27,10.29,8.72,7.14,6.58,6.25,6.55,6.38,4.2,4.2,4.82,5.26,-
KOTA AMBON,3.33,4.6,8.39,7.74,2.17,1.82,7.38,9.99,8.6,8.25,5.35,8.12,-,2.6,4.26,9.08,8.13,1.25,1.03,7.89,10.99,8.68,8.26,5.12,8.55,-,4.68,4.03,3.92,6.28,8.25,7.19,5.73,7,10.04,9.63,7.3,7.45,-,-11.84,-14.59,-17.66,-17.66,-17.66,-17.66,0.64,0.64,0.64,0.64,0.64,0.64,-,8.44,8.21,7.33,6.92,6.28,5.45,5.02,5.02,7.26,7.57,5.82,5.76,-
KOTA TUAL,1.31,1.62,0.72,1.47,-1.94,1.07,4.5,3.4,2.71,-1.07,4.66,4.94,-,0.79,1.25,0.21,1.06,-3.08,0.71,4.74,3.5,2.68,-1.83,4.98,5.3,-,-1.52,-1.48,-1.35,-0.75,2.11,0.42,1.07,0.77,0.77,0.76,0.04,0.38,-,0.63,0.63,0,0,1.03,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.02,-,7.5,6.8,6.5,6.5,5.71,4.73,4.42,4.22,4.27,4.32,5.05,4.89,-
KAB HALMAHERA TENGAH,2.39,3.92,6.12,5.35,3.94,4.1,4.27,-0.63,-2.21,-0.54,0.14,0.59,-,1.01,2.82,5.46,5.02,3.55,3.85,4.21,-1.63,-3.2,-0.98,-0.17,0.39,-,6.07,5.73,5.73,5.72,4.55,3.01,3.01,2.15,0.4,1.08,0.97,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.94,11.05,11.05,7.43,6.44,6.4,5.33,5.04,3.47,1.71,1.92,2.21,-
KOTA TERNATE,2.11,4.03,6.62,6.94,2.63,4.08,5.03,0.78,-1.2,1.95,2.86,1.05,-,1.04,3.79,7.08,7.59,2.46,4.31,5.59,0.42,-2.4,1.77,3.2,0.82,-,5.43,1.66,2.97,2.99,1.72,1.41,0.16,-2.65,1.41,0.53,0.18,-0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.47,6.38,5.81,5.25,3.98,3.99,4.11,4.22,4.24,3.55,2.26,2.83,-
MANOKWARI,3.43,-0.76,-1.82,-1.12,-5.47,-3.91,0.1,-2.39,0.88,1.55,-0.1,2.28,-,3.47,-1.66,-2.9,-1.91,-7.19,-5.25,-0.07,-3.1,0.32,1.07,-0.98,1.78,-,1.8,1.8,1.83,1.26,1.33,0.54,1.19,1.19,1.49,1.62,1.5,1.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.36,4.36,4.2,3.31,3.62,3.58,0.66,0.68,4.67,5.12,5.4,6.74,-
KAB SORONG,4.72,2.57,1.07,1.1,-0.54,1.11,3.44,4.78,5.12,4.18,3.64,3.7,-,4.33,1.62,0.21,0.34,-1.49,0.72,3.49,5.48,5.95,4.71,4.01,4.11,-,1.51,1.43,1.6,1.63,-1.46,-1.47,-1.73,-2.43,-2.09,-1.03,-1.11,-1.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.15,7.96,5.23,4.75,4.76,4.18,5.35,4.33,4.08,3.67,3.75,3.71,-
KAB SORONG SELATAN,3.8,3.43,2.8,3.22,3.29,3.95,3.8,3.97,4.36,3.45,2.82,3.2,-,2.48,2.04,1.53,2.03,2.63,3.48,3.19,3.12,3.58,3.02,2.27,2.61,-,8.86,7.84,5.22,5.22,-1.08,-2.03,-0.87,0.1,0.1,1.66,1.56,1.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.15,12.73,11.93,11.93,10.77,10.77,11.05,12.86,12.86,7.63,7.63,8.66,-
KOTA SORONG,3.16,1.31,0.24,-0.53,-1.46,-2.04,-0.08,1.89,-0.33,0.89,0.77,3.01,-,3.49,1.07,-0.23,-1.03,-2.26,-3.05,-0.85,1.44,-1.22,0.24,-0.03,2.56,-,0.52,2.54,2.9,1.51,2.68,5.83,5.78,6.01,6.12,4.84,6.42,6.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.88,2.63,2.63,2.64,3.03,2.56,3.48,3.46,4.09,4.33,4.61,4.94,-
KOTA JAYAPURA,6.76,9.32,7.23,4.84,2.98,1.6,3.84,2.03,2.6,1.22,0.23,3.99,-,6.37,9.31,6.95,4.19,1.95,0.4,3.21,1.16,1.96,0.85,-0.17,4.39,-,8.29,10.99,9.39,9.59,9.59,9.44,7.65,6.94,5.53,4,2.62,2.61,-,10.6,1.61,1.68,1.17,1.79,1.91,1.53,2.98,2.95,2.95,2.84,2.28,-,8.83,8.55,8.21,7.01,7.39,6.29,6.36,5.61,5.61,2.04,1.7,1.85,-
MERAUKE,5.87,5.49,5.52,7.87,3.77,5.8,12.13,8.16,6.58,5.83,4.79,2.39,-,4.49,4.35,4.62,7.85,2.5,5.1,13.43,8.66,6.49,5.86,4.63,2.06,-,11.48,11.81,11.78,11.81,13.66,14.23,12.82,9.92,9.82,6.44,6.31,1.55,-,5.15,1.03,-0.31,-0.31,-0.31,-1.44,-1.44,-2,-2,-2,0.99,0.99,-,10.45,8.31,7.14,6.09,5.64,5.3,5.46,4.91,5.49,5.55,4.84,4.51,-
TIMIKA,5.21,7.27,7.48,7.39,3.41,3.93,4.74,2.67,2.28,0.29,0.34,0.18,-,5.2,7.65,7.93,7.88,3.03,3.66,4.56,2.15,1.62,-0.72,-0.83,-0.65,-,2.03,1.25,1.24,1.24,1.96,1.84,1.84,1.16,1.16,1.04,2.81,2.57,-,0,0,0,0,0,0,0,0,0,0,0,0,-,7.64,8.44,8.28,7.64,7.92,7.92,8.39,8.47,8.92,8.92,9.15,5.81,-
KAB NABIRE,2.86,5.98,3.14,2.7,1.25,0.97,4.11,2.87,6.8,7.25,8.87,12.52,-,1.01,5.15,2.04,1.55,-0.29,-0.49,3.65,2.18,7.16,7.79,9.94,14.82,-,10.29,8.6,8.42,8.46,9.4,9.06,8.82,7.59,7.63,7.23,7.24,3.91,-,2.04,2.04,0,0,0,1.19,1.68,1.68,1.68,1.68,1.68,5.94,-,9.05,9.03,6.32,6.21,5.86,5.14,4.47,4.34,4.68,4.71,4.32,5.24,-
KAB JAYAWIJAYA,11.09,16.73,14.65,12.01,11.88,4.99,7.97,7.66,7.91,7.28,8.66,6.76,-,8.44,15.3,12.84,9.59,9.85,3.64,6.49,6.79,7.44,6.41,8.06,6.98,-,-4.5,-4.5,-4.49,-4.84,-9.16,-9.11,-5.79,-4.76,-4.72,-4.46,-4.46,-4.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.28,41.28,40.63,41.53,41.53,22.29,25.23,19.47,17.02,18.34,18.2,10.33,-
INDONESIA,3.69,2.25,2.07,2.17,1.03,1.99,3.75,3.99,5.01,4.99,4.25,4.58,-,3.24,1.43,1.25,1.4,0.02,1.24,3.54,3.99,5.34,5.38,4.52,4.95,-,5.79,6.1,6.33,6.38,6.54,6.48,5.91,4.64,3.84,3.24,2.84,2.77,-,2.39,1.33,1.04,0.82,0.96,1.21,0.93,0.96,0.72,0.72,0.9,1.08,-,5.45,5.33,5.02,4.76,4.33,4.15,3.9,3.64,3.7,3.61,3.48,3.4,-
